ensembl_id,gene_id,Description
ENSRNOG00000013994,Enpp1,ectonucleotide pyrophosphatase/phosphodiesterase 1
ENSRNOG00000014000,Kif2a,kinesin family member 2A
ENSRNOG00000014002,St7l,suppression of tumorigenicity 7-like
ENSRNOG00000014004,Ncoa7,nuclear receptor coactivator 7
ENSRNOG00000014006,Neto1,neuropilin and tolloid like 1
ENSRNOG00000014007,Gfod1,glucose-fructose oxidoreductase domain containing 1
ENSRNOG00000014008,Mfsd2a,major facilitator superfamily domain containing 2A
ENSRNOG00000014010,Gfra2,GDNF family receptor alpha 2
ENSRNOG00000014011,Dll4,delta like canonical Notch ligand 4
ENSRNOG00000014013,Map4k4,mitogen-activated protein kinase kinase kinase kinase 4
ENSRNOG00000014018,St8sia1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
ENSRNOG00000014019,Tbc1d7,"TBC1 domain family, member 7"
ENSRNOG00000014021,Matn4,matrilin 4
ENSRNOG00000014025,Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1
ENSRNOG00000014027,RGD1304728,similar to 4933427D14Rik protein
ENSRNOG00000014029,Klhl13,kelch-like family member 13
ENSRNOG00000014030,Synm,synemin
ENSRNOG00000014031,Esco1,establishment of sister chromatid cohesion N-acetyltransferase 1
ENSRNOG00000014034,Olfml2a,olfactomedin-like 2A
ENSRNOG00000014035,Arhgef4,Rho guanine nucleotide exchange factor 4
ENSRNOG00000014037,Dcun1d3,defective in cullin neddylation 1 domain containing 3
ENSRNOG00000014041,Cep78,centrosomal protein 78
ENSRNOG00000014044,Pank4,pantothenate kinase 4
ENSRNOG00000014046,Sertm1,serine-rich and transmembrane domain containing 1
ENSRNOG00000014048,Cyld,CYLD lysine 63 deubiquitinase
ENSRNOG00000014049,Riok1,RIO kinase 1
ENSRNOG00000014050,Ptges2,prostaglandin E synthase 2
ENSRNOG00000014051,Pgrmc2,progesterone receptor membrane component 2
ENSRNOG00000014052,Ccna1,cyclin A1
ENSRNOG00000014055,Nat1,N-acetyltransferase 1
ENSRNOG00000014058,Tomm22,translocase of outer mitochondrial membrane 22
ENSRNOG00000014059,Odf2l,outer dense fiber of sperm tails 2-like
ENSRNOG00000014060,Mras,muscle RAS oncogene homolog
ENSRNOG00000014061,Dusp5,dual specificity phosphatase 5
ENSRNOG00000014064,Ctsh,cathepsin H
ENSRNOG00000014065,Zfp653,zinc finger protein 653
ENSRNOG00000014066,Jade1,jade family PHD finger 1
ENSRNOG00000014071,Ddb2,damage specific DNA binding protein 2
ENSRNOG00000014072,Txndc17,thioredoxin domain containing 17
ENSRNOG00000014075,Clybl,citrate lyase beta like
ENSRNOG00000014076,Mbnl1,muscleblind-like splicing regulator 1
ENSRNOG00000014078,Ndufb8,NADH:ubiquinone oxidoreductase subunit B8
ENSRNOG00000014079,Stat1,signal transducer and activator of transcription 1
ENSRNOG00000014080,Kif23,kinesin family member 23
ENSRNOG00000014081,Nmur2,neuromedin U receptor 2
ENSRNOG00000014083,Iqsec3,IQ motif and Sec7 domain ArfGEF 3
ENSRNOG00000014084,Sp1,Sp1 transcription factor
ENSRNOG00000014087,Kifc3,kinesin family member C3
ENSRNOG00000014089,Map3k2,mitogen activated protein kinase kinase kinase 2
ENSRNOG00000014090,Retsat,retinol saturase
ENSRNOG00000014092,Paip2b,poly(A) binding protein interacting protein 2B
ENSRNOG00000014093,Tom1,target of myb1 membrane trafficking protein
ENSRNOG00000014096,Nr3c1,"nuclear receptor subfamily 3, group C, member 1"
ENSRNOG00000014097,Psmd7,"proteasome 26S subunit, non-ATPase 7"
ENSRNOG00000014098,Pold2,"DNA polymerase delta 2, accessory subunit"
ENSRNOG00000014104,Myo5b,myosin Vb
ENSRNOG00000014107,Omg,oligodendrocyte-myelin glycoprotein
ENSRNOG00000014109,Psmd13,"proteasome 26S subunit, non-ATPase 13"
ENSRNOG00000014117,Hmox1,heme oxygenase 1
ENSRNOG00000014119,Farsb,phenylalanyl-tRNA synthetase subunit beta
ENSRNOG00000014125,Evi2b,ecotropic viral integration site 2B
ENSRNOG00000014128,Ecsit,ECSIT signaling integrator
ENSRNOG00000014132,Mypop,"Myb-related transcription factor, partner of profilin"
ENSRNOG00000014135,Rab11fip4,RAB11 family interacting protein 4
ENSRNOG00000014137,Fbln1,fibulin 1
ENSRNOG00000014139,Sclt1,sodium channel and clathrin linker 1
ENSRNOG00000014142,Ogfrl1,opioid growth factor receptor-like 1
ENSRNOG00000014143,Col24a1,collagen type XXIV alpha 1 chain
ENSRNOG00000014148,Ap5m1,adaptor related protein complex 5 subunit mu 1
ENSRNOG00000014149,Npy1r,neuropeptide Y receptor Y1
ENSRNOG00000014152,Kcnip3,potassium voltage-gated channel interacting protein 3
ENSRNOG00000014153,Lhfpl6,LHFPL tetraspan subfamily member 6
ENSRNOG00000014154,Ilf2,interleukin enhancer binding factor 2
ENSRNOG00000014155,Spart,spartin
ENSRNOG00000014156,Fut7,fucosyltransferase 7
ENSRNOG00000014160,Tcp1,t-complex 1
ENSRNOG00000014161,Rbm15b,RNA binding motif protein 15B
ENSRNOG00000014162,Plekhb2,pleckstrin homology domain containing B2
ENSRNOG00000014164,Paqr5,progestin and adipoQ receptor family member 5
ENSRNOG00000014165,Ssr1,signal sequence receptor subunit 1
ENSRNOG00000014168,Xylb,xylulokinase
ENSRNOG00000014170,Dbn1,drebrin 1
ENSRNOG00000014171,Tnfsf13,TNF superfamily member 13
ENSRNOG00000014172,Npy5r,neuropeptide Y receptor Y5
ENSRNOG00000014173,Smc3,structural maintenance of chromosomes 3
ENSRNOG00000014178,Acad9,"acyl-CoA dehydrogenase family, member 9"
ENSRNOG00000014179,Rps2,ribosomal protein S2
ENSRNOG00000014180,Prickle4,prickle planar cell polarity protein 4
ENSRNOG00000014182,Tns1,tensin 1
ENSRNOG00000014183,Gnaq,G protein subunit alpha q
ENSRNOG00000014186,Zswim9,zinc finger SWIM-type containing 9
ENSRNOG00000014187,Igf1r,insulin-like growth factor 1 receptor
ENSRNOG00000014188,Tma16,translation machinery associated 16 homolog
ENSRNOG00000014190,Hint3,histidine triad nucleotide binding protein 3
ENSRNOG00000014191,Zfp395,zinc finger protein 395
ENSRNOG00000014192,Naa30,"N(alpha)-acetyltransferase 30, NatC catalytic subunit"
ENSRNOG00000014193,Lig1,DNA ligase 1
ENSRNOG00000014197,Tmem51,transmembrane protein 51
ENSRNOG00000014199,Zfp703,zinc finger protein 703
ENSRNOG00000014201,Manf,mesencephalic astrocyte-derived neurotrophic factor
ENSRNOG00000014202,Snx20,sorting nexin 20
ENSRNOG00000014204,Pacsin3,protein kinase C and casein kinase substrate in neurons 3
ENSRNOG00000014208,Dctn3,dynactin subunit 3
ENSRNOG00000014209,Utp6,UTP6 small subunit processome component
ENSRNOG00000014212,Mettl21a,methyltransferase like 21A
ENSRNOG00000014214,Rpl27a,ribosomal protein L27a
ENSRNOG00000014215,Klf9,Kruppel-like factor 9
ENSRNOG00000014226,Plch2,"phospholipase C, eta 2"
ENSRNOG00000014230,Map1a,microtubule-associated protein 1A
ENSRNOG00000014231,Pnoc,prepronociceptin
ENSRNOG00000014232,P2ry1,purinergic receptor P2Y1
ENSRNOG00000014233,Krt19,keratin 19
ENSRNOG00000014234,Hif1an,hypoxia inducible factor 1 subunit alpha inhibitor
ENSRNOG00000014235,Zgpat,zinc finger CCCH-type and G-patch domain containing
ENSRNOG00000014237,Zfp503,zinc finger protein 503
ENSRNOG00000014240,Trmt11,tRNA methyltransferase 11 homolog
ENSRNOG00000014241,Ece1,endothelin converting enzyme 1
ENSRNOG00000014243,Pear1,platelet endothelial aggregation receptor 1
ENSRNOG00000014248,Erbb4,erb-b2 receptor tyrosine kinase 4
ENSRNOG00000014251,Capn5,calpain 5
ENSRNOG00000014252,Irf2bp1,interferon regulatory factor 2 binding protein 1
ENSRNOG00000014254,Cpt1a,carnitine palmitoyltransferase 1A
ENSRNOG00000014258,Rab32,"RAB32, member RAS oncogene family"
ENSRNOG00000014259,Mycl,"MYCL proto-oncogene, bHLH transcription factor"
ENSRNOG00000014264,AABR07027306.1,
ENSRNOG00000014265,Tnfrsf19,TNF receptor superfamily member 19
ENSRNOG00000014268,Abca2,ATP binding cassette subfamily A member 2
ENSRNOG00000014270,Rer1,retention in endoplasmic reticulum sorting receptor 1
ENSRNOG00000014272,Rpl35,ribosomal protein L35
ENSRNOG00000014274,Trit1,tRNA isopentenyltransferase 1
ENSRNOG00000014275,AABR07026291.1,
ENSRNOG00000014276,Plce1,"phospholipase C, epsilon 1"
ENSRNOG00000014277,Zdhhc13,"zinc finger, DHHC-type containing 13"
ENSRNOG00000014278,Zfp710,zinc finger protein 710
ENSRNOG00000014284,Elof1,elongation factor 1 homolog
ENSRNOG00000014285,Ssh2,slingshot protein phosphatase 2
ENSRNOG00000014287,Stk11,serine/threonine kinase 11
ENSRNOG00000014288,Fn1,fibronectin 1
ENSRNOG00000014289,Arpc2,"actin related protein 2/3 complex, subunit 2"
ENSRNOG00000014290,Grm1,glutamate metabotropic receptor 1
ENSRNOG00000014291,Elp3,elongator acetyltransferase complex subunit 3
ENSRNOG00000014294,Ptpn6,"protein tyrosine phosphatase, non-receptor type 6"
ENSRNOG00000014296,Syt10,synaptotagmin 10
ENSRNOG00000014297,Sdc4,syndecan 4
ENSRNOG00000014302,Dlgap3,DLG associated protein 3
ENSRNOG00000014303,Lrp11,LDL receptor related protein 11
ENSRNOG00000014305,Fbxo42,F-box protein 42
ENSRNOG00000014310,Tmtc4,transmembrane O-mannosyltransferase targeting cadherins 4
ENSRNOG00000014311,Slc7a8,solute carrier family 7 member 8
ENSRNOG00000014316,Rapgef1,Rap guanine nucleotide exchange factor 1
ENSRNOG00000014317,Arpc5l,"actin related protein 2/3 complex, subunit 5-like"
ENSRNOG00000014319,Smchd1,structural maintenance of chromosomes flexible hinge domain containing 1
ENSRNOG00000014320,Inhba,inhibin subunit beta A
ENSRNOG00000014322,Kazn,"kazrin, periplakin interacting protein"
ENSRNOG00000014323,Extl2,exostosin-like glycosyltransferase 2
ENSRNOG00000014328,Frs3,fibroblast growth factor receptor substrate 3
ENSRNOG00000014330,Pcmt1,protein-L-isoaspartate (D-aspartate) O-methyltransferase 1
ENSRNOG00000014331,Zfp810,zinc finger protein 810
ENSRNOG00000014333,Vcam1,vascular cell adhesion molecule 1
ENSRNOG00000014336,Mcm5,minichromosome maintenance complex component 5
ENSRNOG00000014338,Slc25a25,solute carrier family 25 member 25
ENSRNOG00000014340,Pdcd7,programmed cell death 7
ENSRNOG00000014341,Btbd10,BTB domain containing 10
ENSRNOG00000014343,Anln,"anillin, actin binding protein"
ENSRNOG00000014347,Slc4a2,solute carrier family 4 member 2
ENSRNOG00000014350,Ccn1,cellular communication network factor 1
ENSRNOG00000014352,Smim12,small integral membrane protein 12
ENSRNOG00000014353,Sympk,symplekin
ENSRNOG00000014354,Cep95,centrosomal protein 95
ENSRNOG00000014357,Gja4,"gap junction protein, alpha 4"
ENSRNOG00000014358,Zic5,Zic family member 5
ENSRNOG00000014361,Edn1,endothelin 1
ENSRNOG00000014362,Nudt14,nudix hydrolase 14
ENSRNOG00000014363,Arhgef3,Rho guanine nucleotide exchange factor 3
ENSRNOG00000014365,Gne,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
ENSRNOG00000014366,Shc3,SHC adaptor protein 3
ENSRNOG00000014367,Ephb6,Eph receptor B6
ENSRNOG00000014368,Eif4g3,"eukaryotic translation initiation factor 4 gamma, 3"
ENSRNOG00000014369,Slc27a4,solute carrier family 27 member 4
ENSRNOG00000014371,Cdh13,cadherin 13
ENSRNOG00000014373,Trim66,tripartite motif-containing 66
ENSRNOG00000014375,Adgrb2,adhesion G protein-coupled receptor B2
ENSRNOG00000014380,AABR07003176.1,
ENSRNOG00000014382,C2cd5,C2 calcium-dependent domain containing 5
ENSRNOG00000014385,Wnt2b,Wnt family member 2B
ENSRNOG00000014387,Chac1,ChaC glutathione-specific gamma-glutamylcyclotransferase 1
ENSRNOG00000014395,Gli3,GLI family zinc finger 3
ENSRNOG00000014398,Scara5,"scavenger receptor class A, member 5"
ENSRNOG00000014399,Aamp,"angio-associated, migratory cell protein"
ENSRNOG00000014405,Aprt,adenine phosphoribosyl transferase
ENSRNOG00000014409,Myl7,myosin light chain 7
ENSRNOG00000014414,Qrfpr,pyroglutamylated RFamide peptide receptor
ENSRNOG00000014415,Hsbp1,heat shock factor binding protein 1
ENSRNOG00000014419,Brd7,bromodomain containing 7
ENSRNOG00000014420,Rap2b,"RAP2B, member of RAS oncogene family"
ENSRNOG00000014422,Gtf2e2,general transcription factor IIE subunit 2
ENSRNOG00000014424,RGD1563354,RIKEN cDNA D630003M21 gene
ENSRNOG00000014426,Lox,lysyl oxidase
ENSRNOG00000014429,Arfgap2,ADP-ribosylation factor GTPase activating protein 2
ENSRNOG00000014434,Chd1,chromodomain helicase DNA binding protein 1
ENSRNOG00000014436,Ppip5k1,diphosphoinositol pentakisphosphate kinase 1
ENSRNOG00000014440,Josd1,Josephin domain containing 1
ENSRNOG00000014443,Pde5a,phosphodiesterase 5A
ENSRNOG00000014445,Hp1bp3,"heterochromatin protein 1, binding protein 3"
ENSRNOG00000014448,Arntl,aryl hydrocarbon receptor nuclear translocator-like
ENSRNOG00000014450,Shprh,SNF2 histone linker PHD RING helicase
ENSRNOG00000014452,Zfhx3,zinc finger homeobox 3
ENSRNOG00000014454,Ap1m1,adaptor related protein complex 1 subunit mu 1
ENSRNOG00000014456,Coq10b,coenzyme Q10B
ENSRNOG00000014459,Phax,phosphorylated adaptor for RNA export
ENSRNOG00000014460,Hivep1,HIVEP zinc finger 1
ENSRNOG00000014461,Galns,galactosamine (N-acetyl)-6-sulfatase
ENSRNOG00000014462,Fnta,"farnesyltransferase, CAAX box, alpha"
ENSRNOG00000014463,Uri1,"URI1, prefoldin-like chaperone"
ENSRNOG00000014475,Slc31a1,solute carrier family 31 member 1
ENSRNOG00000014476,Evl,Enah/Vasp-like
ENSRNOG00000014477,Acvr2b,activin A receptor type 2B
ENSRNOG00000014478,Fndc3a,fibronectin type III domain containing 3a
ENSRNOG00000014479,Cttnbp2nl,CTTNBP2 N-terminal like
ENSRNOG00000014480,Sys1,Sys1 golgi trafficking protein
ENSRNOG00000014481,Adtrp,androgen-dependent TFPI-regulating protein
ENSRNOG00000014482,Slf2,SMC5-SMC6 complex localization factor 2
ENSRNOG00000014483,Ino80,INO80 complex ATPase subunit
ENSRNOG00000014485,Pdcd6,programmed cell death 6
ENSRNOG00000014486,Rfx3,regulatory factor X3
ENSRNOG00000014490,Bdh2,3-hydroxybutyrate dehydrogenase 2
ENSRNOG00000014493,Golga1,golgin A1
ENSRNOG00000014496,Coro6,coronin 6
ENSRNOG00000014501,Zfp638,zinc finger protein 638
ENSRNOG00000014503,Celf4,"CUGBP, Elav-like family member 4"
ENSRNOG00000014504,Il1r1,interleukin 1 receptor type 1
ENSRNOG00000014505,Pmfbp1,polyamine modulated factor 1 binding protein 1
ENSRNOG00000014508,Mgll,monoglyceride lipase
ENSRNOG00000014509,Sacs,sacsin molecular chaperone
ENSRNOG00000014511,Alg10,"ALG10, alpha-1,2-glucosyltransferase"
ENSRNOG00000014515,Cdc14a,cell division cycle 14A
ENSRNOG00000014516,Hs6st1,heparan sulfate 6-O-sulfotransferase 1
ENSRNOG00000014520,Ing1,"inhibitor of growth family, member 1"
ENSRNOG00000014521,Armc8,armadillo repeat containing 8
ENSRNOG00000014522,Mlycd,malonyl-CoA decarboxylase
ENSRNOG00000014524,S1pr3,sphingosine-1-phosphate receptor 3
ENSRNOG00000014525,Hspd1,heat shock protein family D (Hsp60) member 1
ENSRNOG00000014526,Cars2,"cysteinyl-tRNA synthetase 2, mitochondrial"
ENSRNOG00000014529,Ube2q2,ubiquitin conjugating enzyme E2 Q2
ENSRNOG00000014530,Nav2,neuron navigator 2
ENSRNOG00000014531,Hbs1l,HBS1-like translational GTPase
ENSRNOG00000014538,Nxnl2,nucleoredoxin-like 2
ENSRNOG00000014543,Tbc1d2b,"TBC1 domain family, member 2B"
ENSRNOG00000014548,Nedd9,"neural precursor cell expressed, developmentally down-regulated 9"
ENSRNOG00000014549,Arhgef26,Rho guanine nucleotide exchange factor 26
ENSRNOG00000014550,Plcxd3,"phosphatidylinositol-specific phospholipase C, X domain containing 3"
ENSRNOG00000014551,Ccnj,cyclin J
ENSRNOG00000014552,LOC100909657,uncharacterized LOC100909657
ENSRNOG00000014556,Cdh20,cadherin 20
ENSRNOG00000014562,Hnrnpf,heterogeneous nuclear ribonucleoprotein F
ENSRNOG00000014564,Yipf5,"Yip1 domain family, member 5"
ENSRNOG00000014565,Lcmt1,leucine carboxyl methyltransferase 1
ENSRNOG00000014568,Ndufb10,NADH:ubiquinone oxidoreductase subunit B10
ENSRNOG00000014571,Dbndd2,dysbindin domain containing 2
ENSRNOG00000014573,Ckmt1,"creatine kinase, mitochondrial 1"
ENSRNOG00000014574,Entpd1,ectonucleoside triphosphate diphosphohydrolase 1
ENSRNOG00000014575,Rtca,RNA 3'-terminal phosphate cyclase
ENSRNOG00000014576,Dock3,dedicator of cyto-kinesis 3
ENSRNOG00000014581,Trappc2l,trafficking protein particle complex 2-like
ENSRNOG00000014582,Mrpl18,mitochondrial ribosomal protein L18
ENSRNOG00000014584,Odf2,outer dense fiber of sperm tails 2
ENSRNOG00000014585,Cfap53,cilia and flagella associated protein 53
ENSRNOG00000014588,Dbr1,debranching RNA lariats 1
ENSRNOG00000014589,Arpin,actin-related protein 2/3 complex inhibitor
ENSRNOG00000014590,Stk33,serine/threonine kinase 33
ENSRNOG00000014592,Zbtb46,zinc finger and BTB domain containing 46
ENSRNOG00000014595,Brf1,"BRF1, RNA polymerase III transcription initiation factor subunit"
ENSRNOG00000014597,Irs1,insulin receptor substrate 1
ENSRNOG00000014598,Abhd13,abhydrolase domain containing 13
ENSRNOG00000014599,Dhx36,DEAH-box helicase 36
ENSRNOG00000014602,Mtfmt,mitochondrial methionyl-tRNA formyltransferase
ENSRNOG00000014603,Sgcg,"sarcoglycan, gamma"
ENSRNOG00000014604,Sigmar1,sigma non-opioid intracellular receptor 1
ENSRNOG00000014605,Lig4,DNA ligase 4
ENSRNOG00000014610,Anpep,"alanyl aminopeptidase, membrane"
ENSRNOG00000014613,Ddah1,dimethylarginine dimethylaminohydrolase 1
ENSRNOG00000014614,Cxxc1,CXXC finger protein 1
ENSRNOG00000014615,Grk6,G protein-coupled receptor kinase 6
ENSRNOG00000014616,Iars1,isoleucyl-tRNA synthetase 1
ENSRNOG00000014617,Tgoln2,trans-golgi network protein 2
ENSRNOG00000014618,Med31,mediator complex subunit 31
ENSRNOG00000014619,Dhx38,DEAH-box helicase 38
ENSRNOG00000014621,Rab8a,"RAB8A, member RAS oncogene family"
ENSRNOG00000014623,Smurf2,SMAD specific E3 ubiquitin protein ligase 2
ENSRNOG00000014624,Selenok,selenoprotein K
ENSRNOG00000014625,Atp5f1d,ATP synthase F1 subunit delta
ENSRNOG00000014626,Katnb1,katanin regulatory subunit B1
ENSRNOG00000014628,Pomk,protein-O-mannose kinase
ENSRNOG00000014629,Lmo1,LIM domain only 1
ENSRNOG00000014630,Iws1,"interacts with SUPT6H, CTD assembly factor 1"
ENSRNOG00000014633,Vps28,VPS28 subunit of ESCRT-I
ENSRNOG00000014634,Gtpbp1,GTP binding protein 1
ENSRNOG00000014635,Clta,"clathrin, light chain A"
ENSRNOG00000014637,Atxn10,ataxin 10
ENSRNOG00000014642,Morn1,MORN repeat containing 1
ENSRNOG00000014644,Zic1,Zic family member 1
ENSRNOG00000014645,Aldh7a1,"aldehyde dehydrogenase 7 family, member A1"
ENSRNOG00000014647,Cbfb,core-binding factor subunit beta
ENSRNOG00000014648,Efnb2,ephrin B2
ENSRNOG00000014650,Sema4g,semaphorin 4G
ENSRNOG00000014653,Arl11,ADP-ribosylation factor like GTPase 11
ENSRNOG00000014654,LOC691807,RIKEN cDNA 1810037I17 gene
ENSRNOG00000014658,Zfp423,zinc finger protein 423
ENSRNOG00000014659,Ebpl,EBP like
ENSRNOG00000014660,Usp53,ubiquitin specific peptidase 53
ENSRNOG00000014661,Zfp385d,zinc finger protein 385D
ENSRNOG00000014664,Virma,vir like m6A methyltransferase associated
ENSRNOG00000014665,Dhdds,dehydrodolichyl diphosphate synthase subunit
ENSRNOG00000014666,Tfeb,transcription factor EB
ENSRNOG00000014668,RGD621098,similar to RIKEN cDNA D230025D16Rik
ENSRNOG00000014670,Zmynd11,"zinc finger, MYND-type containing 11"
ENSRNOG00000014671,Tesmin,testis expressed metallothionein like protein
ENSRNOG00000014673,Eri2,ERI1 exoribonuclease family member 2
ENSRNOG00000014674,Exosc9,exosome component 9
ENSRNOG00000014675,Pi4k2a,phosphatidylinositol 4-kinase type 2 alpha
ENSRNOG00000014678,Fzd5,frizzled class receptor 5
ENSRNOG00000014683,Il1rl2,interleukin 1 receptor-like 2
ENSRNOG00000014684,Npr1,natriuretic peptide receptor 1
ENSRNOG00000014686,Kcnd3,potassium voltage-gated channel subfamily D member 3
ENSRNOG00000014689,Zbtb4,zinc finger and BTB domain containing 4
ENSRNOG00000014690,Pigt,"phosphatidylinositol glycan anchor biosynthesis, class T"
ENSRNOG00000014691,Ric3,RIC3 acetylcholine receptor chaperone
ENSRNOG00000014692,Mogat1,monoacylglycerol O-acyltransferase 1
ENSRNOG00000014693,Btbd6,BTB domain containing 6
ENSRNOG00000014698,Chrnb1,cholinergic receptor nicotinic beta 1 subunit
ENSRNOG00000014702,Elovl2,ELOVL fatty acid elongase 2
ENSRNOG00000014703,Tonsl,"tonsoku-like, DNA repair protein"
ENSRNOG00000014705,Rbm20,RNA binding motif protein 20
ENSRNOG00000014712,Zfp39,zinc finger protein 39
